Path,Parent,Purpose class,Purpose statement,Location verdict,Evidence,Ref touch,Parent align,Wave,Section
docs/implementation-cycles/IPP-E9S05T04-kanban-naming-hygiene.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E9:S05:T04,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPW-E3S02T12-task-touch-semver-collision-hardening.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPW-E4S19T02-canonical-supporting-kanban-fbu-doc-naming-and-terminology.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPW-E5S09T11-docusaurus-monorepo-markdown-links-br068.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,High,Consistent,keep,docs
docs/implementation-cycles/IPW-E6S06T57-br039-vendor-blocker-planning.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPW-E6S06T62-global-ipw-gated-implementation-contract.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPW-E6S07T103-release-workflow-maintenance-perpetual.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPW-E6S07T112-install-feedback-submission-governance.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPW-E6S07T113-rw-step-12-5-github-release-parser-hardening.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPW-E6S09T01-greenfield-installation-fr080.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,High,Consistent,keep,docs
docs/implementation-cycles/IPW-E7S06T18-interactive-installer-kanban-pattern-clarity.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPW-PUBLICATION-BACKFILL-INVENTORY.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/PM-AGENT-002-COULD-HAVE-EXECUTION-SUMMARY.md,docs/implementation-cycles,Dev-kit specialisation,Agent coordination setup doc for ICW/PM workflows,Optimal,ICW agent bootstrap notes,Low,Consistent,keep,docs
docs/implementation-cycles/PM-AGENT-002-COULD-HAVE-SETUP.md,docs/implementation-cycles,Dev-kit specialisation,Agent coordination setup doc for ICW/PM workflows,Optimal,ICW agent bootstrap notes,Low,Consistent,keep,docs
docs/implementation-cycles/README.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycles corpus index (IPP/ICW durable artifacts policy),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/RW-AGENT-001-RELEASE-EXECUTION-SUMMARY.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/RW-AGENT-001-RELEASE-SETUP.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/RW-VALIDATE-001-PRE-RELEASE-VALIDATION.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/RW-VALIDATE-001-VALIDATION-RESULTS.md,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/archive/project-manager-coordination.md,docs/implementation-cycles/archive,Legacy/transitional,Archived ICW/PM planning artifact superseded by IPP consolidation,Acceptable,archive/ subfolder; FR-042 consolidated IPP pattern,Low,Consistent,archive,docs
docs/implementation-cycles/multi-agent-decision-logs.yaml,docs/implementation-cycles,Dev-kit specialisation,Implementation-cycle planning artifact (IPP/ICW durable output),Optimal,specification-and-planning-artifacts-policy.md,Low,Consistent,keep,docs
docs/governance/GOVERNANCE-REHOUSING-INVENTORY.md,docs/governance,Dev-kit specialisation,Policy relocation inventory from FR-101 governance promotion,Optimal,FR-101; E07:S01:T11,High,Consistent,keep,docs
docs/governance/KANBAN-REHOUSING-INVENTORY.md,docs/governance,Dev-kit specialisation,Kanban path promotion inventory (FR-118),Optimal,FR-118; KANBAN-REHOUSING,High,Consistent,keep,docs
docs/governance/README.md,docs/governance,Dev-kit specialisation,Governance corpus index (FR-101 promoted policies),Optimal,FR-101; GOVERNANCE-REHOUSING-INVENTORY,High,Consistent,keep,docs
docs/governance/kanban/README.md,docs/governance/kanban,Dev-kit specialisation,Kanban governance sub-index under docs/governance/kanban,Optimal,FR-101 rehousing; packages/frameworks/kanban policy SoT tension,Medium,Tension,keep,docs
docs/governance/kanban/kanban-governance-policy.md,docs/governance/kanban,Dev-kit specialisation,Kanban governance policy housed under docs/governance (FR-101),Acceptable,Duplicate policy locus vs packages/frameworks/kanban/policies — document SoT,Medium,Tension,keep,docs
docs/governance/principles/bidirectional-wiring-principle.md,docs/governance/principles,Dev-kit specialisation,Governance principle document,Optimal,governance principles corpus,Low,Consistent,keep,docs
docs/governance/standards/DOCUMENTATION_SCHEMA.md,docs/governance/standards,Dev-kit specialisation,Governance standard: DOCUMENTATION_SCHEMA,Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/adopter-public-documentation-authoring.md,docs/governance/standards,Dev-kit specialisation,Adopter-public authoring rules (portal/Docusaurus),Optimal,docs/governance/README.md; FR-101,High,Consistent,keep,docs
docs/governance/standards/changelog-archival-policy.md,docs/governance/standards,Dev-kit specialisation,Governance standard: changelog archival policy,Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/cli-accessibility-conventions.md,docs/governance/standards,Dev-kit specialisation,Governance standard: cli accessibility conventions,Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/dev-kit-ipw-ipp-vs-icw-artifacts.md,docs/governance/standards,Dev-kit specialisation,Governance standard: dev kit ipw ipp vs icw artifacts,Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/dev-kit-versioning-policy.md,docs/governance/standards,Dev-kit specialisation,Canonical dev-kit versioning policy (SemVer + internal schema),Optimal,docs/governance/README.md; FR-101,High,Consistent,keep,docs
docs/governance/standards/documentation-governance-strategy.md,docs/governance/standards,Dev-kit specialisation,"Documentation governance strategy (lifecycle, surfaces)",Optimal,docs/governance/README.md; FR-101,High,Consistent,keep,docs
docs/governance/standards/install-rc-checklist.md,docs/governance/standards,Dev-kit specialisation,Governance standard: install rc checklist,Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/locale-cultural-content-policy.md,docs/governance/standards,Dev-kit specialisation,Locale/i18n governance standard (locale-cultural-content-policy),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/locale-cultural-requirements.md,docs/governance/standards,Dev-kit specialisation,Locale/i18n governance standard (locale-cultural-requirements),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/locale-detection-conventions.md,docs/governance/standards,Dev-kit specialisation,Locale/i18n governance standard (locale-detection-conventions),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/locale-directional-icon-audit.md,docs/governance/standards,Dev-kit specialisation,Locale/i18n governance standard (locale-directional-icon-audit),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/locale-fallback-conventions.md,docs/governance/standards,Dev-kit specialisation,Locale/i18n governance standard (locale-fallback-conventions),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/locale-file-structure-conventions.md,docs/governance/standards,Dev-kit specialisation,Locale/i18n governance standard (locale-file-structure-conventions),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/locale-formatting-conventions.md,docs/governance/standards,Dev-kit specialisation,Locale/i18n governance standard (locale-formatting-conventions),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/locale-key-conventions.md,docs/governance/standards,Dev-kit specialisation,Locale/i18n governance standard (locale-key-conventions),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/locale-loanword-glossary.md,docs/governance/standards,Dev-kit specialisation,Locale/i18n governance standard (locale-loanword-glossary),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/locale-rollout-matrix.md,docs/governance/standards,Dev-kit specialisation,Locale/i18n governance standard (locale-rollout-matrix),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/locale-rtl-conventions.md,docs/governance/standards,Dev-kit specialisation,Locale/i18n governance standard (locale-rtl-conventions),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/locale-switching-conventions.md,docs/governance/standards,Dev-kit specialisation,Locale/i18n governance standard (locale-switching-conventions),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/specification-and-planning-artifacts-policy.md,docs/governance/standards,Dev-kit specialisation,IPP/ICW durable artifact housing policy,Optimal,docs/governance/README.md; FR-101,High,Consistent,keep,docs
docs/governance/standards/translatable-content-inventory.md,docs/governance/standards,Dev-kit specialisation,Governance standard: translatable content inventory,Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/translatable-content-registry.yaml,docs/governance/standards,Operational,Translatable content registry (machine-readable governance),Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/governance/standards/translation-workflow-and-review.md,docs/governance/standards,Dev-kit specialisation,Governance standard: translation workflow and review,Optimal,docs/governance/README.md; FR-101,Medium,Consistent,keep,docs
docs/kanban/kboard.md,docs/kanban,Dev-kit specialisation,Canonical active MoSCOW kanban board (FR-109 lean),Optimal,rw-config kanban_root; FR-097 stamps,High,Consistent,keep,docs
docs/kanban/AGENTS.md,docs/kanban,Dev-kit specialisation,Kanban/workflow agent role definitions for cold-start routing,Optimal,docs/kanban/AGENTS.md; AGENTS.md bootstrap,High,Consistent,keep,docs
docs/kanban/_index.md,docs/kanban,Dev-kit specialisation,Kanban board index / navigation hub,Optimal,kanban _index pattern,Medium,Consistent,keep,docs
docs/kanban/fbu/UXR-033-comprehensive-repository-directory-structure-audit.md,docs/kanban/fbu,Dev-kit specialisation,UXR-033 directory structure audit requirements,Optimal,E07:S01:T13; REPOSITORY-DIRECTORY-AUDIT.md,High,Consistent,keep,docs
docs/kanban/fbu/UXR-034-comprehensive-repository-file-level-audit-within-audited-directories.md,docs/kanban/fbu,Dev-kit specialisation,UXR-034 file-level audit requirements,Optimal,E07:S01:T14; REPOSITORY-FILE-AUDIT.md,High,Consistent,keep,docs
docs/kanban/fbu/FR-140-repository-information-architecture-steady-state-governance.md,docs/kanban/fbu,Dev-kit specialisation,FR-140 repository IA steady-state governance program,Optimal,E07:S01:T15; T14 cartography leg,High,Consistent,keep,docs
docs/changelog-and-release-notes/changelog-archive/**,docs/changelog-and-release-notes,Generated/vendor,Homogeneous RW detailed changelog archive (2240 immutable release snapshots),Optimal,rw-config changelog_dir; BR-097 immutability,Medium,Consistent,keep,docs
docs/journals/**,docs/journals,Operational,Workflow forensic journals (4 files; ADR-008 TTL housekeeping),Optimal,rw-config journal_dir,Low,Consistent,keep,docs
docs/book-project/**,docs/book-project,Dev-kit specialisation,Book manuscript/project metadata (2 files),Optimal,FR-099 book-repo scope,Low,Consistent,keep,docs
docs/adk-feedback/**,docs/adk-feedback,Dev-kit specialisation,Adopter install feedback attempts (3 files; portal-linked),Optimal,UXR-025; BR-068 portal links,Medium,Consistent,keep,docs
docs/project-management/**,docs/project-management,Legacy/transitional,Vestigial project-management shell (2 files) post FR-118 kanban promotion,Suboptimal,FR-118; T13 remove wave; KANBAN-REHOUSING-INVENTORY,High,Tension,remove,docs
docs/kanban/epics/**,docs/kanban,Dev-kit specialisation,Epic/story/task kanban docs (929 files; discrete task doc pattern),Optimal,FR-118; kanban governance; rw Step 7 surfaces,High,Consistent,keep,docs
docs/kanban/fbu/**,docs/kanban,Dev-kit specialisation,FR/BR/UXR intake corpus (256 files; class summary excludes UXR-033/034 + FR-140 rowed separately),Optimal,FR_BR_INTAKE_GUIDE; fbuboard hygiene,High,Consistent,keep,docs
docs/architecture/**,docs/architecture,Dev-kit specialisation,ADRs and architecture standards (non-governance subset post FR-101) (134 files),Acceptable,REPOSITORY-DIRECTORY-AUDIT.md §2 docs/architecture,Medium,Consistent,keep,docs
docs/analysis/**,docs/analysis,Dev-kit specialisation,Maintainer analysis reports (ADR-026 git KB) (9 files),Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 docs/analysis,Medium,Consistent,keep,docs
docs/knowledge/**,docs/knowledge,Dev-kit specialisation,Maintainer knowledge base articles (240 files),Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 docs/knowledge,Medium,Consistent,keep,docs
docs/guides/**,docs/guides,Dev-kit specialisation,Adopter/maintainer guides (portal-published subset) (8 files),Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 docs/guides,High,Consistent,keep,docs
docs/documentation/**,docs/documentation,Dev-kit specialisation,Adopter-public documentation source (FR-114) (36 files),Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 docs/documentation,High,Consistent,keep,docs
docs/adk-feedback/**,docs/adk-feedback,Dev-kit specialisation,Class summary: 3 files under docs/adk-feedback/ per T13 directory verdict,Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/adk-feedback,Low,Consistent,keep,docs
docs/analysis/**,docs/analysis,Dev-kit specialisation,Class summary: 9 files under docs/analysis/ per T13 directory verdict,Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/analysis,Low,Consistent,keep,docs
docs/architecture/**,docs/architecture,Dev-kit specialisation,Class summary: 134 files under docs/architecture/ per T13 directory verdict,Acceptable,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/architecture,Low,Consistent,keep,docs
docs/book-project/**,docs/book-project,Dev-kit specialisation,Class summary: 2 files under docs/book-project/ per T13 directory verdict,Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/book-project,Low,Consistent,keep,docs
docs/changelog-and-release-notes/**,docs/changelog-and-release-notes,Dev-kit specialisation,Class summary: 2242 files — changelog archive + release notes hub,Optimal,rw-config changelog_dir,Medium,Consistent,keep,docs
docs/developer-tools/**,docs/developer-tools,Dev-kit specialisation,Class summary: 2 files under docs/developer-tools/ per T13 directory verdict,Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/developer-tools,Low,Consistent,keep,docs
docs/documentation/**,docs/documentation,Dev-kit specialisation,Class summary: 36 files under docs/documentation/ per T13 directory verdict,Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/documentation,Medium,Consistent,keep,docs
docs/governance/**,docs/governance,Dev-kit specialisation,Class summary: 30 files under docs/governance/ per T13 directory verdict,Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/governance,Medium,Consistent,keep,docs
docs/guides/**,docs/guides,Dev-kit specialisation,Class summary: 8 files under docs/guides/ per T13 directory verdict,Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/guides,Medium,Consistent,keep,docs
docs/implementation-cycles/**,docs/implementation-cycles,Dev-kit specialisation,Class summary: 291 files under docs/implementation-cycles/ per T13 directory verdict,Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/implementation-cycles,Low,Consistent,keep,docs
docs/journals/**,docs/journals,Operational,Class summary: 4 files under docs/journals/ per T13 directory verdict,Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/journals,Low,Consistent,keep,docs
docs/kanban/**,docs/kanban,Dev-kit specialisation,"Class summary: 1213 files — kanban board, epics, FBU intake (FR-118)",Optimal,rw-config kanban_root; High ripple,High,Consistent,keep,docs
docs/knowledge/**,docs/knowledge,Dev-kit specialisation,Class summary: 240 files under docs/knowledge/ per T13 directory verdict,Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/knowledge,Low,Consistent,keep,docs
docs/maintainer/**,docs/maintainer,Dev-kit specialisation,Class summary: 1 files under docs/maintainer/ per T13 directory verdict,Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/maintainer,Low,Consistent,keep,docs
docs/maintenance/**,docs/maintenance,Dev-kit specialisation,Class summary: 32 files under docs/maintenance/ per T13 directory verdict,Optimal,REPOSITORY-DIRECTORY-AUDIT.md §2 row for docs/maintenance,Low,Consistent,keep,docs
docs/project-agent-index.md,docs,Dev-kit specialisation,Agent bootstrap index (validate/sync commands; not cold-start SoT),Optimal,ADR-012; project-agent-manifest.json companion,High,Consistent,keep,docs
docs/project-agent-manifest.json,docs,Operational,Machine-readable agent routing manifest (tooling sync),Optimal,ADR-012; AGENTS.md human SoT,High,Consistent,keep,docs
docs/project-agent-manifest.schema.json,docs,Operational,JSON schema for project-agent-manifest.json,Optimal,manifest validator tooling,Medium,Consistent,keep,docs
docs/project-management/**,docs/project-management,Legacy/transitional,Class summary: 2 files — vestigial FR-118 shell (T13 remove candidate),Suboptimal,FR-118; KANBAN-REHOUSING-INVENTORY.md,High,Tension,remove,docs
docs/release-notes/**,docs/release-notes,Dev-kit specialisation,Class summary: 1 files — release-notes adjunct; overlap with changelog-and-release-notes (T13 consolidate),Acceptable,T13 Suboptimal/consolidate; rw-config changelog_dir,Low,Tension,consolidate,docs
README.md,.,Dev-kit specialisation,"Primary public repo landing page, version badge, and adopter quick-start hub",Optimal,T13 §`.` row; rw-config `readme_file`; GitHub default view,High (500+ refs),Consistent,keep,root-config
AGENTS.md,.,Dev-kit specialisation,Layer-1 agent cold-start routing table and binding rules (ADR-012),Optimal,ADR-012; `docs/project-agent-manifest.json` mirror; FR-103 bootstrap,High (~170 refs),Consistent,keep,root-config
CLAUDE.md,.,Dev-kit specialisation,Claude Code project instructions and workflow trigger routing companion to `.cursorrules`,Optimal,`.claude/commands/*` cross-links; workflow-initiation-cheatsheet,High (~78 refs),Consistent,keep,root-config
.cursorrules,.,Framework SoT,Canonical Cursor RW/UKW/IPW/IDW/MWF trigger spec and workflow execution rules (dev-kit instance),Optimal,Dual-source parity with `cursorrules-rw-trigger-section.md`; installer copies to adopters,High (500+ refs),Consistent,keep,root-config
rw-config.yaml,.,Dev-kit specialisation,"Project-specific RW path SoT (version, kanban, changelog, CI parity, semver registry)",Optimal,`rw-config-schema.md`; validators load at runtime; T13 evidence,High (500+ refs),Consistent,keep,root-config
CHANGELOG.md,.,Dev-kit specialisation,Main release changelog (Keep a Changelog); RW Step 3/4 write target,Optimal,rw-config `main_changelog`; CMW archival policy,High (CI + RW critical path),Consistent,keep,root-config
semver-registry.yaml,.,Dev-kit specialisation,Task-touch SemVer mapping store shared by RW release metadata,Optimal,rw-config `semver_registry`; FR-116/FR-045; finalize_rw_semver_registry.py,High (~140 refs),Consistent,keep,root-config
pytest.ini,.,Operational,Root pytest configuration for repo-wide and workflow-script test discovery,Optimal,`.github/workflows/tests.yml`; `validate_actions_ci_parity.py`,High (~47 refs),Consistent,keep,root-config
pytest-cli-cov.ini,.,Operational,Dedicated pytest config for CLI package coverage (UXR-030 / FR-138),Optimal,`scripts/run_cli_pytest_coverage.sh`; tests workflow parity gate,High (~15 refs; CI path),Consistent,keep,root-config
setup.py,.,Operational,setuptools entry for `ai-dev-kit` CLI package install (`cli/`),Acceptable,`cli/__init__.py` version source; PyPI packaging docs; no `pyproject.toml` at root,High (~67 refs),Consistent,keep,root-config
requirements.txt,.,Operational,Declared Python dependencies for dev/CI installs and portal tooling,Acceptable,portal/README; framework dependency guides; tests/README,High (~36 refs),Consistent,keep,root-config
MANIFEST.in,.,Operational,sdist package manifest includes for CLI distribution,Acceptable,`setup.py` packaging; cli-publishing-guide,Low (4 refs),Consistent,keep,root-config
LICENSE,.,Dev-kit specialisation,MIT license file (FR-117 legal metadata),Optimal,README badge; FR-117; kanban template T03-LICENSE,High (~40 refs),Consistent,keep,root-config
CONTRIBUTING.md,.,Dev-kit specialisation,"Contributor intake guide (GitHub Issues templates, no-repo-access path)",Optimal,README link; FR-117 scaffold pattern,High (~15 refs),Consistent,keep,root-config
INSTALL_IN_YOUR_PROJECT.md,.,Dev-kit specialisation,"Adopter installation playbook (greenfield/brownfield, submodule/vendor paths)",Suboptimal (candidate `docs/documentation/user-docs/` or `docs/guides/` per UXR-013/T10),README prominent link; FR-080/FR-110 install programs; 55KB root footprint,High (~200+ refs),Tension (canonical entrypoint vs root-minimal UX),relocate (T10; valuation only),root-config
.gitignore,.,Operational,"Repo ignore rules (venvs, caches, build artifacts, local RW state)",Optimal,REPOSITORY-DIRECTORY-AUDIT §0 exclusions; install_release_workflow scaffolds,High (~37 refs),Consistent,keep,root-config
.pre-commit-config.yaml,.,Operational,"Local pre-commit hook definitions (format, validators)",Optimal,adopter-public-documentation-authoring.md; kanban path migration scripts,High (~13 refs; CI-adjacent),Consistent,keep,root-config
.python-version,.,Operational,pyenv/asdf Python pin (3.11+ policy alignment),Acceptable,FR-104/BR-077; `tests/test_python_version_policy.py`,Medium (7 refs),Consistent,keep,root-config
.markdownlint.json,.,Operational,Markdownlint rule config for doc hygiene,Acceptable,workflow-documentation-style-guide mentions only,Medium (3 refs),Consistent,keep,root-config
.ai-dev-kit.yaml,.,Dev-kit specialisation,"CLI framework manifest stub (`default_backend`, version marker)",Acceptable,`cli/config.py`; install-error-codes; FR-030 CLI tool,High (~103 refs),Consistent,keep,root-config
